ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4003210	4003210	0	0
4003211	4003211	0	0
4003205	4003205	0	0
4003214	4003214	0	0
4003215	4003215	0	0
4003216	4003216	0	0
4003217	4003217	0	0
4003242	4003242	0	0
4003264	4003264	0	0
4003285	4003285	0	0
4003336	4003336	0	0
4003344	4003344	0	0
4003364	4003364	0	0
4003394	4003394	0	0
4003400	4003400	0	0
4003401	4003401	0	0
4003402	4003402	0	0
4003407	4003407	0	0
4003515	4003515	0	0
4003520	4003520	0	0
4003532	4003532	0	0
4023814	4023814	0	0
4023815	4023815	0	0
4023816	4023816	0	0
4023817	4023817	0	0
4023818	4023818	0	0
4023819	4023819	0	0
4023820	4023820	0	0
4023821	4023821	0	0
4023823	4023823	0	0
4023824	4023824	0	0
4023825	4023825	0	0
4023826	4023826	0	0
4023827	4023827	0	0
4023828	4023828	0	0
4023829	4023829	0	0
4023830	4023830	0	0
4023832	4023832	0	0
4023833	4023833	0	0
4023834	4023834	0	0
4023835	4023835	0	0
4023836	4023836	0	0
4008394	4008394	0	0
4008395	4008395	0	0
4005043	4005043	0	0
4005044	4005044	0	0
4005045	4005045	0	0
4004876	4004876	0	0
4005093	4005093	0	0
4005145	4005145	0	0
4005146	4005146	0	0
4005147	4005147	0	0
4005148	4005148	0	0
4005149	4005149	0	0
4005150	4005150	0	0
4005151	4005151	0	0
4005152	4005152	0	0
4005153	4005153	0	0
4005154	4005154	0	0
4005155	4005155	0	0
4005156	4005156	0	0
4005157	4005157	0	0
4005158	4005158	0	0
4005159	4005159	0	0
4005160	4005160	0	0
4005161	4005161	0	0
4005162	4005162	0	0
4005163	4005163	0	0
4005164	4005164	0	0
4005165	4005165	0	0
4005166	4005166	0	0
4005167	4005167	0	0
4005168	4005168	0	0
4005169	4005169	0	0
4005170	4005170	0	0
4005171	4005171	0	0
4005174	4005174	0	0
4005175	4005175	0	0
4004877	4004877	0	0
4004885	4004885	0	0
4004886	4004886	0	0
4004887	4004887	0	0
4004978	4004978	0	0
4004992	4004992	0	0
4005000	4005000	0	0
4017163	4017163	0	0
4017164	4017164	0	0
4017165	4017165	0	0
4017166	4017166	0	0
4017169	4017169	0	0
4017170	4017170	0	0
4017171	4017171	0	0
4004878	4004878	0	0
4017175	4017175	0	0
4017176	4017176	0	0
4017177	4017177	0	0
4017178	4017178	0	0
4017179	4017179	0	0
4017180	4017180	0	0
4017181	4017181	0	0
4005041	4005041	0	0
4017185	4017185	0	0
4017186	4017186	0	0
4017189	4017189	0	0
4017191	4017191	0	0
4017192	4017192	0	0
4017035	4017035	0	0
4011302	4011302	0	0
4011303	4011303	0	0
4011304	4011304	0	0
4011305	4011305	0	0
4011306	4011306	0	0
4011307	4011307	0	0
4011308	4011308	0	0
4011309	4011309	0	0
4011312	4011312	0	0
4011313	4011313	0	0
4011314	4011314	0	0
4011315	4011315	0	0
4008231	4008231	0	0
4008232	4008232	0	0
4008233	4008233	0	0
4008237	4008237	0	0
4008246	4008246	0	0
4008247	4008247	0	0
4008248	4008248	0	0
4008250	4008250	0	0
4008251	4008251	0	0
4008254	4008254	0	0
4008255	4008255	0	0
4008256	4008256	0	0
4008257	4008257	0	0
4008258	4008258	0	0
4008260	4008260	0	0
4008262	4008262	0	0
4008278	4008278	0	0
4008279	4008279	0	0
4008008	4008008	0	0
4008010	4008010	0	0
4008021	4008021	0	0
4008022	4008022	0	0
4008023	4008023	0	0
4008024	4008024	0	0
4008025	4008025	0	0
4008026	4008026	0	0
4008027	4008027	0	0
4008028	4008028	0	0
4008029	4008029	0	0
4008030	4008030	0	0
4008031	4008031	0	0
4008034	4008034	0	0
4008035	4008035	0	0
4008037	4008037	0	0
4004710	4004710	0	0
4004712	4004712	0	0
4004713	4004713	0	0
4004714	4004714	0	0
4004718	4004718	0	0
4004719	4004719	0	0
4004720	4004720	0	0
4004721	4004721	0	0
4004722	4004722	0	0
4004723	4004723	0	0
4004724	4004724	0	0
4004755	4004755	0	0
4004773	4004773	0	0
4004818	4004818	0	0
4004842	4004842	0	0
4004846	4004846	0	0
4004555	4004555	0	0
4004563	4004563	0	0
4004564	4004564	0	0
4004586	4004586	0	0
4004596	4004596	0	0
4004597	4004597	0	0
4004652	4004652	0	0
4004690	4004690	0	0
4004692	4004692	0	0
4020059	4020059	0	0
4020157	4020157	0	0
4020064	4020064	0	0
4020178	4020178	0	0
4011734	4011734	0	0
4011735	4011735	0	0
4011737	4011737	0	0
4011738	4011738	0	0
4011739	4011739	0	0
4011740	4011740	0	0
4011741	4011741	0	0
4011742	4011742	0	0
4011744	4011744	0	0
4011745	4011745	0	0
4011748	4011748	0	0
4011749	4011749	0	0
4011751	4011751	0	0
4011752	4011752	0	0
4011753	4011753	0	0
4011754	4011754	0	0
4011755	4011755	0	0
4011756	4011756	0	0
4011757	4011757	0	0
4011758	4011758	0	0
4011759	4011759	0	0
4011760	4011760	0	0
4011761	4011761	0	0
4011762	4011762	0	0
4011763	4011763	0	0
4011764	4011764	0	0
4011767	4011767	0	0
4011779	4011779	0	0
4011781	4011781	0	0
4011782	4011782	0	0
4011783	4011783	0	0
4011784	4011784	0	0
4011785	4011785	0	0
4011786	4011786	0	0
4011579	4011579	0	0
4011580	4011580	0	0
4011581	4011581	0	0
4011582	4011582	0	0
4009401	4009401	0	0
4009402	4009402	0	0
4009408	4009408	0	0
4009409	4009409	0	0
4009410	4009410	0	0
4009411	4009411	0	0
4009412	4009412	0	0
4009413	4009413	0	0
4009414	4009414	0	0
4009415	4009415	0	0
4009417	4009417	0	0
4009418	4009418	0	0
4009419	4009419	0	0
4009421	4009421	0	0
4009422	4009422	0	0
4009423	4009423	0	0
4009425	4009425	0	0
4023837	4023837	0	0
4023838	4023838	0	0
4023839	4023839	0	0
4023840	4023840	0	0
4023841	4023841	0	0
4023842	4023842	0	0
4023843	4023843	0	0
4023845	4023845	0	0
4023846	4023846	0	0
4023847	4023847	0	0
4023848	4023848	0	0
4023849	4023849	0	0
4023851	4023851	0	0
4023695	4023695	0	0
4023696	4023696	0	0
4023697	4023697	0	0
4023698	4023698	0	0
4023699	4023699	0	0
4019974	4019974	0	0
4019976	4019976	0	0
4019977	4019977	0	0
4019978	4019978	0	0
4020024	4020024	0	0
4020025	4020025	0	0
4020026	4020026	0	0
4020027	4020027	0	0
4020030	4020030	0	0
4020033	4020033	0	0
4020037	4020037	0	0
4020039	4020039	0	0
4020042	4020042	0	0
4020032	4020032	0	0
4020034	4020034	0	0
4020036	4020036	0	0
4019763	4019763	0	0
4019764	4019764	0	0
4019765	4019765	0	0
4019766	4019766	0	0
4019767	4019767	0	0
4019768	4019768	0	0
4019769	4019769	0	0
4019770	4019770	0	0
4019774	4019774	0	0
4019829	4019829	0	0
4019834	4019834	0	0
4019835	4019835	0	0
4019836	4019836	0	0
4019837	4019837	0	0
4011678	4011678	0	0
4011679	4011679	0	0
4011680	4011680	0	0
4011681	4011681	0	0
4011682	4011682	0	0
4011683	4011683	0	0
4011684	4011684	0	0
4011685	4011685	0	0
4011686	4011686	0	0
4011687	4011687	0	0
4011688	4011688	0	0
4011689	4011689	0	0
4011690	4011690	0	0
4011691	4011691	0	0
4011692	4011692	0	0
4011693	4011693	0	0
4011694	4011694	0	0
4011695	4011695	0	0
4017036	4017036	0	0
4017037	4017037	0	0
4017038	4017038	0	0
4017041	4017041	0	0
4017044	4017044	0	0
4001387	4001387	0	0
4001405	4001405	0	0
4001411	4001411	0	0
4001440	4001440	0	0
4001508	4001508	0	0
4001513	4001513	0	0
4001529	4001529	0	0
4000730	4000730	0	0
4000753	4000753	0	0
4000759	4000759	0	0
4000762	4000762	0	0
4000802	4000802	0	0
4001008	4001008	0	0
4001013	4001013	0	0
4001028	4001028	0	0
4001051	4001051	0	0
4001150	4001150	0	0
4001178	4001178	0	0
4001182	4001182	0	0
4000161	4000161	0	0
4000166	4000166	0	0
4000170	4000170	0	0
4000172	4000172	0	0
4000173	4000173	0	0
4000176	4000176	0	0
4000639	4000639	0	0
4000644	4000644	0	0
4000645	4000645	0	0
444312	444312	0	0
444313	444313	0	0
444314	444314	0	0
4016348	4016348	0	0
4016354	4016354	0	0
4016393	4016393	0	0
4016413	4016413	0	0
4016414	4016414	0	0
4016415	4016415	0	0
4016416	4016416	0	0
4016417	4016417	0	0
4016418	4016418	0	0
4016419	4016419	0	0
4016420	4016420	0	0
4016421	4016421	0	0
4016422	4016422	0	0
4016423	4016423	0	0
4016424	4016424	0	0
4016425	4016425	0	0
4016426	4016426	0	0
4016427	4016427	0	0
4004693	4004693	0	0
4004694	4004694	0	0
4004695	4004695	0	0
4004696	4004696	0	0
4004697	4004697	0	0
4004427	4004427	0	0
4004466	4004466	0	0
4004482	4004482	0	0
4004485	4004485	0	0
4004488	4004488	0	0
4004494	4004494	0	0
4004495	4004495	0	0
4004496	4004496	0	0
4004497	4004497	0	0
4004498	4004498	0	0
4004499	4004499	0	0
4004500	4004500	0	0
4004501	4004501	0	0
4004502	4004502	0	0
4004503	4004503	0	0
4016998	4016998	0	0
4016999	4016999	0	0
4017000	4017000	0	0
4017001	4017001	0	0
4017002	4017002	0	0
4017003	4017003	0	0
4017004	4017004	0	0
4017005	4017005	0	0
4017006	4017006	0	0
4017007	4017007	0	0
4017008	4017008	0	0
4017009	4017009	0	0
4017010	4017010	0	0
4017011	4017011	0	0
4017012	4017012	0	0
4017013	4017013	0	0
4017014	4017014	0	0
4004709	4004709	0	0
4017015	4017015	0	0
4017016	4017016	0	0
4017017	4017017	0	0
4017019	4017019	0	0
4017020	4017020	0	0
4017021	4017021	0	0
4017022	4017022	0	0
4017023	4017023	0	0
4017024	4017024	0	0
4017027	4017027	0	0
444330	444330	0	0
444331	444331	0	0
444332	444332	0	0
444333	444333	0	0
444334	444334	0	0
444335	444335	0	0
444336	444336	0	0
444337	444337	0	0
444338	444338	0	0
444340	444340	0	0
444341	444341	0	0
444342	444342	0	0
4009426	4009426	0	0
4009428	4009428	0	0
4009462	4009462	0	0
4009464	4009464	0	0
4009472	4009472	0	0
4009473	4009473	0	0
4009474	4009474	0	0
4009475	4009475	0	0
4009476	4009476	0	0
4009479	4009479	0	0
4009480	4009480	0	0
4009482	4009482	0	0
4009494	4009494	0	0
4011215	4011215	0	0
4011216	4011216	0	0
4011217	4011217	0	0
4011218	4011218	0	0
4011219	4011219	0	0
4011220	4011220	0	0
4011221	4011221	0	0
4011222	4011222	0	0
4011223	4011223	0	0
4011224	4011224	0	0
4011225	4011225	0	0
4011226	4011226	0	0
4011227	4011227	0	0
4011228	4011228	0	0
4011229	4011229	0	0
4011230	4011230	0	0
4011231	4011231	0	0
4011232	4011232	0	0
4011233	4011233	0	0
4011234	4011234	0	0
4011235	4011235	0	0
4011236	4011236	0	0
4011239	4011239	0	0
4011240	4011240	0	0
4011241	4011241	0	0
4011242	4011242	0	0
4011243	4011243	0	0
4011244	4011244	0	0
4011245	4011245	0	0
4011246	4011246	0	0
4011247	4011247	0	0
4011248	4011248	0	0
4011249	4011249	0	0
4011250	4011250	0	0
4011251	4011251	0	0
4011252	4011252	0	0
4011253	4011253	0	0
4011254	4011254	0	0
4011255	4011255	0	0
4011256	4011256	0	0
4011257	4011257	0	0
4011258	4011258	0	0
4011071	4011071	0	0
4011072	4011072	0	0
4011073	4011073	0	0
4011074	4011074	0	0
4007455	4007455	0	0
4007456	4007456	0	0
4007457	4007457	0	0
4007466	4007466	0	0
4007468	4007468	0	0
4007471	4007471	0	0
4007472	4007472	0	0
4007492	4007492	0	0
4007505	4007505	0	0
4007530	4007530	0	0
4007537	4007537	0	0
4007597	4007597	0	0
4011696	4011696	0	0
4011697	4011697	0	0
4011699	4011699	0	0
4011700	4011700	0	0
4011701	4011701	0	0
4011702	4011702	0	0
4011703	4011703	0	0
4011462	4011462	0	0
4011463	4011463	0	0
4011464	4011464	0	0
4011465	4011465	0	0
4011466	4011466	0	0
4011468	4011468	0	0
4011469	4011469	0	0
4011470	4011470	0	0
4011471	4011471	0	0
4011472	4011472	0	0
4011473	4011473	0	0
4011474	4011474	0	0
4011475	4011475	0	0
4011477	4011477	0	0
4011478	4011478	0	0
4011480	4011480	0	0
4011481	4011481	0	0
4011482	4011482	0	0
4011483	4011483	0	0
4009355	4009355	0	0
4009356	4009356	0	0
4009357	4009357	0	0
4009358	4009358	0	0
4008941	4008941	0	0
4008942	4008942	0	0
4008944	4008944	0	0
4008965	4008965	0	0
4009003	4009003	0	0
4009004	4009004	0	0
4009007	4009007	0	0
4009008	4009008	0	0
4009009	4009009	0	0
4009010	4009010	0	0
4009012	4009012	0	0
4009013	4009013	0	0
4009014	4009014	0	0
4009015	4009015	0	0
4009022	4009022	0	0
4009029	4009029	0	0
4009036	4009036	0	0
4009064	4009064	0	0
4009065	4009065	0	0
4009066	4009066	0	0
4009067	4009067	0	0
4009068	4009068	0	0
4009069	4009069	0	0
4009070	4009070	0	0
4009072	4009072	0	0
4009073	4009073	0	0
4009075	4009075	0	0
4009076	4009076	0	0
4009077	4009077	0	0
4011114	4011114	0	0
4011115	4011115	0	0
4011116	4011116	0	0
4011117	4011117	0	0
4011118	4011118	0	0
4011119	4011119	0	0
4011120	4011120	0	0
4011121	4011121	0	0
4011123	4011123	0	0
4011124	4011124	0	0
4011125	4011125	0	0
4011126	4011126	0	0
4011128	4011128	0	0
4016428	4016428	0	0
4016429	4016429	0	0
4016430	4016430	0	0
4016431	4016431	0	0
4016432	4016432	0	0
4016433	4016433	0	0
4016434	4016434	0	0
4016216	4016216	0	0
4009692	4009692	0	0
4009693	4009693	0	0
4009694	4009694	0	0
4009696	4009696	0	0
4009697	4009697	0	0
4009699	4009699	0	0
4009730	4009730	0	0
4009731	4009731	0	0
4009732	4009732	0	0
4009733	4009733	0	0
4009734	4009734	0	0
4009735	4009735	0	0
4009736	4009736	0	0
4009737	4009737	0	0
4009738	4009738	0	0
4009739	4009739	0	0
4009741	4009741	0	0
4009778	4009778	0	0
4009781	4009781	0	0
4009792	4009792	0	0
4009804	4009804	0	0
4009805	4009805	0	0
4009806	4009806	0	0
4009807	4009807	0	0
4009809	4009809	0	0
4009811	4009811	0	0
4009812	4009812	0	0
4009814	4009814	0	0
4009815	4009815	0	0
4009816	4009816	0	0
4009818	4009818	0	0
4009819	4009819	0	0
4009821	4009821	0	0
4009822	4009822	0	0
4009823	4009823	0	0
4009824	4009824	0	0
443853	443853	0	0
443854	443854	0	0
443882	443882	0	0
443940	443940	0	0
443950	443950	0	0
443971	443971	0	0
443972	443972	0	0
444343	444343	0	0
444345	444345	0	0
444346	444346	0	0
444347	444347	0	0
444348	444348	0	0
444349	444349	0	0
4000049	4000049	0	0
4000050	4000050	0	0
4000055	4000055	0	0
4000056	4000056	0	0
4000063	4000063	0	0
4000064	4000064	0	0
4000066	4000066	0	0
4000067	4000067	0	0
4000070	4000070	0	0
4000071	4000071	0	0
4000072	4000072	0	0
4000079	4000079	0	0
4000081	4000081	0	0
4000086	4000086	0	0
4016159	4016159	0	0
4016160	4016160	0	0
4016161	4016161	0	0
4016162	4016162	0	0
4016164	4016164	0	0
4016165	4016165	0	0
4016166	4016166	0	0
4016167	4016167	0	0
4016168	4016168	0	0
4016169	4016169	0	0
4016170	4016170	0	0
4016171	4016171	0	0
4016172	4016172	0	0
4016173	4016173	0	0
4016174	4016174	0	0
4016175	4016175	0	0
4016176	4016176	0	0
4016177	4016177	0	0
4016178	4016178	0	0
4016179	4016179	0	0
4016180	4016180	0	0
4016181	4016181	0	0
4016186	4016186	0	0
4016187	4016187	0	0
4009550	4009550	0	0
4009553	4009553	0	0
4009554	4009554	0	0
4009559	4009559	0	0
4009564	4009564	0	0
4009565	4009565	0	0
4009567	4009567	0	0
4009568	4009568	0	0
4009569	4009569	0	0
4009570	4009570	0	0
4009571	4009571	0	0
4009572	4009572	0	0
4009576	4009576	0	0
4009588	4009588	0	0
4009590	4009590	0	0
4007599	4007599	0	0
4007600	4007600	0	0
4007601	4007601	0	0
4007602	4007602	0	0
4007611	4007611	0	0
4007615	4007615	0	0
4007304	4007304	0	0
4007309	4007309	0	0
4007329	4007329	0	0
4007353	4007353	0	0
4007371	4007371	0	0
4007436	4007436	0	0
4007156	4007156	0	0
4007199	4007199	0	0
4007201	4007201	0	0
4007020	4007020	0	0
4007033	4007033	0	0
4007041	4007041	0	0
4004358	4004358	0	0
4004359	4004359	0	0
4004369	4004369	0	0
4004069	4004069	0	0
4004070	4004070	0	0
4004071	4004071	0	0
4004083	4004083	0	0
4004096	4004096	0	0
4003203	4003203	0	0
4004201	4004201	0	0
4004202	4004202	0	0
4004203	4004203	0	0
4004204	4004204	0	0
4004205	4004205	0	0
4004206	4004206	0	0
4004207	4004207	0	0
4004209	4004209	0	0
4004210	4004210	0	0
4004211	4004211	0	0
4004212	4004212	0	0
4004213	4004213	0	0
4004214	4004214	0	0
4004215	4004215	0	0
4004217	4004217	0	0
4004219	4004219	0	0
4003845	4003845	0	0
4003854	4003854	0	0
4003885	4003885	0	0
4003995	4003995	0	0
4004008	4004008	0	0
4004013	4004013	0	0
4004026	4004026	0	0
4004039	4004039	0	0
4004060	4004060	0	0
4004062	4004062	0	0
4004063	4004063	0	0
4004065	4004065	0	0
4004066	4004066	0	0
4004067	4004067	0	0
4004068	4004068	0	0
4003063	4003063	0	0
4003069	4003069	0	0
4003075	4003075	0	0
4003110	4003110	0	0
4003126	4003126	0	0
4003202	4003202	0	0
4003204	4003204	0	0
4016919	4016919	0	0
4016921	4016921	0	0
4016922	4016922	0	0
4016923	4016923	0	0
4016718	4016718	0	0
4016719	4016719	0	0
4011130	4011130	0	0
4011132	4011132	0	0
4011133	4011133	0	0
4011134	4011134	0	0
4011135	4011135	0	0
4011138	4011138	0	0
4011143	4011143	0	0
4005996	4005996	0	0
4011156	4011156	0	0
4011159	4011159	0	0
4011160	4011160	0	0
4011161	4011161	0	0
4011162	4011162	0	0
4010931	4010931	0	0
4010933	4010933	0	0
4010934	4010934	0	0
4010937	4010937	0	0
4010938	4010938	0	0
4010939	4010939	0	0
4010941	4010941	0	0
4010942	4010942	0	0
4010943	4010943	0	0
4010944	4010944	0	0
4010945	4010945	0	0
4010947	4010947	0	0
4010948	4010948	0	0
4010949	4010949	0	0
4010950	4010950	0	0
4010951	4010951	0	0
4010952	4010952	0	0
4010953	4010953	0	0
4010954	4010954	0	0
4006659	4006659	0	0
4006663	4006663	0	0
4006695	4006695	0	0
4006696	4006696	0	0
4006697	4006697	0	0
4006358	4006358	0	0
4006474	4006474	0	0
4006508	4006508	0	0
4006525	4006525	0	0
4006052	4006052	0	0
4006065	4006065	0	0
4006128	4006128	0	0
4006137	4006137	0	0
4006138	4006138	0	0
4006142	4006142	0	0
4011157	4011157	0	0
4006161	4006161	0	0
4006167	4006167	0	0
4006234	4006234	0	0
4006324	4006324	0	0
4005982	4005982	0	0
4005983	4005983	0	0
4005984	4005984	0	0
4005985	4005985	0	0
4005986	4005986	0	0
4005988	4005988	0	0
4005992	4005992	0	0
4005995	4005995	0	0
4003562	4003562	0	0
4003567	4003567	0	0
4003590	4003590	0	0
4003636	4003636	0	0
4003661	4003661	0	0
4003667	4003667	0	0
4003710	4003710	0	0
4003711	4003711	0	0
4003736	4003736	0	0
4003751	4003751	0	0
443973	443973	0	0
4008396	4008396	0	0
443983	443983	0	0
4008398	4008398	0	0
4008399	4008399	0	0
4008400	4008400	0	0
4008401	4008401	0	0
4008402	4008402	0	0
4008403	4008403	0	0
4008404	4008404	0	0
4008405	4008405	0	0
4008406	4008406	0	0
4008407	4008407	0	0
4008408	4008408	0	0
4008409	4008409	0	0
4008410	4008410	0	0
4008411	4008411	0	0
4008412	4008412	0	0
4008413	4008413	0	0
4008414	4008414	0	0
4008415	4008415	0	0
4008416	4008416	0	0
4008417	4008417	0	0
4008418	4008418	0	0
4008419	4008419	0	0
4008420	4008420	0	0
4008421	4008421	0	0
4008422	4008422	0	0
4008423	4008423	0	0
4008144	4008144	0	0
4008148	4008148	0	0
4008150	4008150	0	0
4008151	4008151	0	0
4008152	4008152	0	0
4008153	4008153	0	0
4008165	4008165	0	0
4008169	4008169	0	0
4008225	4008225	0	0
4008226	4008226	0	0
4008227	4008227	0	0
4008228	4008228	0	0
4008229	4008229	0	0
4008230	4008230	0	0
443138	443138	0	0
443139	443139	0	0
443140	443140	0	0
443141	443141	0	0
443142	443142	0	0
443143	443143	0	0
443144	443144	0	0
443146	443146	0	0
443147	443147	0	0
443148	443148	0	0
443149	443149	0	0
443150	443150	0	0
4009621	4009621	0	0
4009636	4009636	0	0
4009646	4009646	0	0
4009361	4009361	0	0
4009363	4009363	0	0
4009364	4009364	0	0
4009366	4009366	0	0
4009367	4009367	0	0
4009368	4009368	0	0
4009369	4009369	0	0
4009371	4009371	0	0
4009373	4009373	0	0
4009374	4009374	0	0
4009375	4009375	0	0
4009384	4009384	0	0
4009397	4009397	0	0
4009398	4009398	0	0
4009399	4009399	0	0
443501	443501	0	0
443502	443502	0	0
443503	443503	0	0
443510	443510	0	0
443511	443511	0	0
443512	443512	0	0
443514	443514	0	0
443517	443517	0	0
443518	443518	0	0
443532	443532	0	0
443549	443549	0	0
443598	443598	0	0
443620	443620	0	0
443633	443633	0	0
443634	443634	0	0
443635	443635	0	0
443636	443636	0	0
443637	443637	0	0
4008038	4008038	0	0
4008039	4008039	0	0
4008040	4008040	0	0
4008041	4008041	0	0
4008043	4008043	0	0
4008044	4008044	0	0
4008045	4008045	0	0
4008063	4008063	0	0
4008064	4008064	0	0
4008065	4008065	0	0
4008067	4008067	0	0
4008070	4008070	0	0
4008071	4008071	0	0
4008073	4008073	0	0
4008075	4008075	0	0
4008077	4008077	0	0
4008079	4008079	0	0
4008091	4008091	0	0
4016720	4016720	0	0
4016721	4016721	0	0
4016722	4016722	0	0
4016723	4016723	0	0
4016724	4016724	0	0
4016725	4016725	0	0
4016726	4016726	0	0
4016727	4016727	0	0
4016728	4016728	0	0
4016730	4016730	0	0
4016731	4016731	0	0
4016733	4016733	0	0
4016734	4016734	0	0
4016735	4016735	0	0
4016736	4016736	0	0
4016737	4016737	0	0
4016738	4016738	0	0
4016739	4016739	0	0
4016740	4016740	0	0
4016741	4016741	0	0
4016742	4016742	0	0
4020179	4020179	0	0
4020180	4020180	0	0
4020182	4020182	0	0
4020183	4020183	0	0
4020184	4020184	0	0
4020185	4020185	0	0
4019918	4019918	0	0
4019919	4019919	0	0
4019920	4019920	0	0
4019924	4019924	0	0
4019953	4019953	0	0
4019954	4019954	0	0
4019955	4019955	0	0
4019956	4019956	0	0
4019957	4019957	0	0
4019958	4019958	0	0
4019959	4019959	0	0
4019960	4019960	0	0
4019961	4019961	0	0
4019962	4019962	0	0
4019963	4019963	0	0
4019964	4019964	0	0
4019965	4019965	0	0
4019966	4019966	0	0
4019968	4019968	0	0
4019969	4019969	0	0
4019970	4019970	0	0
4019971	4019971	0	0
4019972	4019972	0	0
4019973	4019973	0	0
4027774	4027774	0	0
4027775	4027775	0	0
4027776	4027776	0	0
4027777	4027777	0	0
4027778	4027778	0	0
4027779	4027779	0	0
4027780	4027780	0	0
4027781	4027781	0	0
4027783	4027783	0	0
4027784	4027784	0	0
4027785	4027785	0	0
4027786	4027786	0	0
4027789	4027789	0	0
4027790	4027790	0	0
4027791	4027791	0	0
4027792	4027792	0	0
4027793	4027793	0	0
4003761	4003761	0	0
4003779	4003779	0	0
4003785	4003785	0	0
4003837	4003837	0	0
4002721	4002721	0	0
4002790	4002790	0	0
4002842	4002842	0	0
4002846	4002846	0	0
4002868	4002868	0	0
4002904	4002904	0	0
4002234	4002234	0	0
4002290	4002290	0	0
4002291	4002291	0	0
4002362	4002362	0	0
4002371	4002371	0	0
4002443	4002443	0	0
4002500	4002500	0	0
4002560	4002560	0	0
4002581	4002581	0	0
4002585	4002585	0	0
4001594	4001594	0	0
4001680	4001680	0	0
4001715	4001715	0	0
4001745	4001745	0	0
4001747	4001747	0	0
4001776	4001776	0	0
4001903	4001903	0	0
4001927	4001927	0	0
4001999	4001999	0	0
4002001	4002001	0	0
4002002	4002002	0	0
4002003	4002003	0	0
4002010	4002010	0	0
4002011	4002011	0	0
4002012	4002012	0	0
4002015	4002015	0	0
4016705	4016705	0	0
4016706	4016706	0	0
4016707	4016707	0	0
4016708	4016708	0	0
4016709	4016709	0	0
4016710	4016710	0	0
4016711	4016711	0	0
4016712	4016712	0	0
4016713	4016713	0	0
4016714	4016714	0	0
4016716	4016716	0	0
4016717	4016717	0	0
4016435	4016435	0	0
4016436	4016436	0	0
4016437	4016437	0	0
4016438	4016438	0	0
4016440	4016440	0	0
4016441	4016441	0	0
4016442	4016442	0	0
4016443	4016443	0	0
4016444	4016444	0	0
4016445	4016445	0	0
4016446	4016446	0	0
4016447	4016447	0	0
4016448	4016448	0	0
4016449	4016449	0	0
4016450	4016450	0	0
4019840	4019840	0	0
4019841	4019841	0	0
4019842	4019842	0	0
4019843	4019843	0	0
4019844	4019844	0	0
4019845	4019845	0	0
4019847	4019847	0	0
443151	443151	0	0
443152	443152	0	0
443154	443154	0	0
443155	443155	0	0
443156	443156	0	0
443157	443157	0	0
443158	443158	0	0
443159	443159	0	0
4017045	4017045	0	0
4017046	4017046	0	0
4017047	4017047	0	0
4017049	4017049	0	0
4017052	4017052	0	0
4017056	4017056	0	0
4017084	4017084	0	0
4017111	4017111	0	0
4017112	4017112	0	0
4017113	4017113	0	0
4017114	4017114	0	0
4017115	4017115	0	0
4017116	4017116	0	0
4017117	4017117	0	0
4017118	4017118	0	0
4017119	4017119	0	0
4017120	4017120	0	0
4017121	4017121	0	0
4017122	4017122	0	0
4017123	4017123	0	0
4017124	4017124	0	0
4017125	4017125	0	0
4017126	4017126	0	0
4017127	4017127	0	0
4017128	4017128	0	0
4017129	4017129	0	0
4016946	4016946	0	0
4016976	4016976	0	0
4016977	4016977	0	0
4016978	4016978	0	0
4016979	4016979	0	0
4016980	4016980	0	0
4016981	4016981	0	0
4016982	4016982	0	0
4016983	4016983	0	0
4016984	4016984	0	0
4016985	4016985	0	0
4016986	4016986	0	0
4016987	4016987	0	0
4016988	4016988	0	0
4016989	4016989	0	0
4016990	4016990	0	0
4016991	4016991	0	0
4016992	4016992	0	0
4016993	4016993	0	0
4016994	4016994	0	0
4016995	4016995	0	0
4016996	4016996	0	0
4016997	4016997	0	0
4013866	4013866	0	0
4013867	4013867	0	0
4013868	4013868	0	0
4013871	4013871	0	0
4013872	4013872	0	0
4008098	4008098	0	0
4008099	4008099	0	0
4008101	4008101	0	0
4008104	4008104	0	0
4008105	4008105	0	0
4008106	4008106	0	0
4008107	4008107	0	0
4008112	4008112	0	0
4008126	4008126	0	0
4007917	4007917	0	0
4007946	4007946	0	0
4007947	4007947	0	0
4007954	4007954	0	0
4007976	4007976	0	0
4007989	4007989	0	0
4008005	4008005	0	0
4008006	4008006	0	0
4008007	4008007	0	0
4007846	4007846	0	0
4007868	4007868	0	0
4007871	4007871	0	0
4007632	4007632	0	0
4007640	4007640	0	0
4007682	4007682	0	0
4007449	4007449	0	0
442948	442948	0	0
442949	442949	0	0
442950	442950	0	0
442951	442951	0	0
442952	442952	0	0
442953	442953	0	0
442954	442954	0	0
442955	442955	0	0
442956	442956	0	0
442957	442957	0	0
442958	442958	0	0
442959	442959	0	0
442960	442960	0	0
442961	442961	0	0
442962	442962	0	0
442963	442963	0	0
442965	442965	0	0
442966	442966	0	0
442967	442967	0	0
442968	442968	0	0
4017028	4017028	0	0
4017029	4017029	0	0
4017030	4017030	0	0
4017033	4017033	0	0
4016855	4016855	0	0
4016856	4016856	0	0
4016857	4016857	0	0
4016858	4016858	0	0
4016859	4016859	0	0
4016860	4016860	0	0
4016861	4016861	0	0
4016862	4016862	0	0
4016863	4016863	0	0
