ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
443062	443062	0	0
443063	443063	0	0
443064	443064	0	0
443065	443065	0	0
443080	443080	0	0
443109	443109	0	0
443124	443124	0	0
443125	443125	0	0
443126	443126	0	0
443127	443127	0	0
4015832	4015832	0	0
4015834	4015834	0	0
4015835	4015835	0	0
4015570	4015570	0	0
4015624	4015624	0	0
4015658	4015658	0	0
4015659	4015659	0	0
4015661	4015661	0	0
4015662	4015662	0	0
4015663	4015663	0	0
4015664	4015664	0	0
4015665	4015665	0	0
4015666	4015666	0	0
4015667	4015667	0	0
4015668	4015668	0	0
4015669	4015669	0	0
4015670	4015670	0	0
4015671	4015671	0	0
4015672	4015672	0	0
4015673	4015673	0	0
4012010	4012010	0	0
4012011	4012011	0	0
4012012	4012012	0	0
4012014	4012014	0	0
4012015	4012015	0	0
4012016	4012016	0	0
4012017	4012017	0	0
4012018	4012018	0	0
4012019	4012019	0	0
4012020	4012020	0	0
4012021	4012021	0	0
4012022	4012022	0	0
4012023	4012023	0	0
4012024	4012024	0	0
4012026	4012026	0	0
4012027	4012027	0	0
4012028	4012028	0	0
4012029	4012029	0	0
4012030	4012030	0	0
4012031	4012031	0	0
4012032	4012032	0	0
4012033	4012033	0	0
4012034	4012034	0	0
4012035	4012035	0	0
4012037	4012037	0	0
4015804	4015804	0	0
4012038	4012038	0	0
4012039	4012039	0	0
4012041	4012041	0	0
4012042	4012042	0	0
4012043	4012043	0	0
4012044	4012044	0	0
4012045	4012045	0	0
4012047	4012047	0	0
4012048	4012048	0	0
4012049	4012049	0	0
4012050	4012050	0	0
4012051	4012051	0	0
4012052	4012052	0	0
4012053	4012053	0	0
4012054	4012054	0	0
4014802	4014802	0	0
4014803	4014803	0	0
4014804	4014804	0	0
4014805	4014805	0	0
4014806	4014806	0	0
4014807	4014807	0	0
4014808	4014808	0	0
4014809	4014809	0	0
4014810	4014810	0	0
4014811	4014811	0	0
4014813	4014813	0	0
4014814	4014814	0	0
4014815	4014815	0	0
4014816	4014816	0	0
4012813	4012813	0	0
4012814	4012814	0	0
4012815	4012815	0	0
4012816	4012816	0	0
4012817	4012817	0	0
4010331	4010331	0	0
4010332	4010332	0	0
4010335	4010335	0	0
4010090	4010090	0	0
4010091	4010091	0	0
4010092	4010092	0	0
4010094	4010094	0	0
4010096	4010096	0	0
4010097	4010097	0	0
4010099	4010099	0	0
4010101	4010101	0	0
4010102	4010102	0	0
4010103	4010103	0	0
4010104	4010104	0	0
4010105	4010105	0	0
4010106	4010106	0	0
4010118	4010118	0	0
4010134	4010134	0	0
4010136	4010136	0	0
4010137	4010137	0	0
4010138	4010138	0	0
4015518	4015518	0	0
4015519	4015519	0	0
4015520	4015520	0	0
4015521	4015521	0	0
4015522	4015522	0	0
4015523	4015523	0	0
4015524	4015524	0	0
4015525	4015525	0	0
4015526	4015526	0	0
4015527	4015527	0	0
4015528	4015528	0	0
4015529	4015529	0	0
4015530	4015530	0	0
4015531	4015531	0	0
4015532	4015532	0	0
4015533	4015533	0	0
4015534	4015534	0	0
4015535	4015535	0	0
4015536	4015536	0	0
4015537	4015537	0	0
4015538	4015538	0	0
4015539	4015539	0	0
4015540	4015540	0	0
4015541	4015541	0	0
4015542	4015542	0	0
4015543	4015543	0	0
4015546	4015546	0	0
4015548	4015548	0	0
4015549	4015549	0	0
4015550	4015550	0	0
4015551	4015551	0	0
4015552	4015552	0	0
4015367	4015367	0	0
4011906	4011906	0	0
4011907	4011907	0	0
4011909	4011909	0	0
4011910	4011910	0	0
4011913	4011913	0	0
4026196	4026196	0	0
4026197	4026197	0	0
4025916	4025916	0	0
4025917	4025917	0	0
4025944	4025944	0	0
4025948	4025948	0	0
4025954	4025954	0	0
4025964	4025964	0	0
4025966	4025966	0	0
4025967	4025967	0	0
4025968	4025968	0	0
4025969	4025969	0	0
4025970	4025970	0	0
4025971	4025971	0	0
4025972	4025972	0	0
4025973	4025973	0	0
4025974	4025974	0	0
4025975	4025975	0	0
4025976	4025976	0	0
4025977	4025977	0	0
4025978	4025978	0	0
4025979	4025979	0	0
4025980	4025980	0	0
4025982	4025982	0	0
4025983	4025983	0	0
4025984	4025984	0	0
4025985	4025985	0	0
4025986	4025986	0	0
4025988	4025988	0	0
4025989	4025989	0	0
4025990	4025990	0	0
4023939	4023939	0	0
4023940	4023940	0	0
4023942	4023942	0	0
4023943	4023943	0	0
4023945	4023945	0	0
4023951	4023951	0	0
4023952	4023952	0	0
4023957	4023957	0	0
4023959	4023959	0	0
4023961	4023961	0	0
4023965	4023965	0	0
4023966	4023966	0	0
4023968	4023968	0	0
4023969	4023969	0	0
4023971	4023971	0	0
4023973	4023973	0	0
4023978	4023978	0	0
4023991	4023991	0	0
4023994	4023994	0	0
4023996	4023996	0	0
4023997	4023997	0	0
4023999	4023999	0	0
4024009	4024009	0	0
4024019	4024019	0	0
4024020	4024020	0	0
4024021	4024021	0	0
4024023	4024023	0	0
4026194	4026194	0	0
4024024	4024024	0	0
4024025	4024025	0	0
4024026	4024026	0	0
4024027	4024027	0	0
4024028	4024028	0	0
4024029	4024029	0	0
4024030	4024030	0	0
4024031	4024031	0	0
4024032	4024032	0	0
4024033	4024033	0	0
4024034	4024034	0	0
4024035	4024035	0	0
4024036	4024036	0	0
4024037	4024037	0	0
4024038	4024038	0	0
4024040	4024040	0	0
4024041	4024041	0	0
443132	443132	0	0
443134	443134	0	0
443135	443135	0	0
443136	443136	0	0
443137	443137	0	0
4014343	4014343	0	0
4014344	4014344	0	0
4014349	4014349	0	0
4014350	4014350	0	0
4014351	4014351	0	0
4014352	4014352	0	0
4014353	4014353	0	0
4014354	4014354	0	0
4014355	4014355	0	0
4014357	4014357	0	0
4014358	4014358	0	0
4014359	4014359	0	0
4014360	4014360	0	0
4014361	4014361	0	0
4014362	4014362	0	0
4014363	4014363	0	0
4014364	4014364	0	0
4014395	4014395	0	0
4014396	4014396	0	0
4014397	4014397	0	0
4014158	4014158	0	0
4014160	4014160	0	0
4014161	4014161	0	0
4014162	4014162	0	0
4014163	4014163	0	0
4014164	4014164	0	0
4014165	4014165	0	0
4014167	4014167	0	0
4014168	4014168	0	0
4014169	4014169	0	0
4013384	4013384	0	0
4013385	4013385	0	0
4013387	4013387	0	0
4013388	4013388	0	0
4013389	4013389	0	0
4013391	4013391	0	0
4013392	4013392	0	0
4013394	4013394	0	0
4013398	4013398	0	0
4013399	4013399	0	0
4013400	4013400	0	0
4013404	4013404	0	0
4013409	4013409	0	0
4013410	4013410	0	0
4013411	4013411	0	0
4013412	4013412	0	0
4013414	4013414	0	0
4013415	4013415	0	0
4013416	4013416	0	0
4013418	4013418	0	0
4013419	4013419	0	0
4013420	4013420	0	0
4013421	4013421	0	0
4013422	4013422	0	0
4013423	4013423	0	0
4013427	4013427	0	0
4013196	4013196	0	0
4014817	4014817	0	0
4014819	4014819	0	0
4014820	4014820	0	0
4014821	4014821	0	0
4014822	4014822	0	0
4014823	4014823	0	0
4014824	4014824	0	0
4014825	4014825	0	0
4014826	4014826	0	0
4014827	4014827	0	0
4014828	4014828	0	0
4014830	4014830	0	0
4014831	4014831	0	0
4014832	4014832	0	0
4014833	4014833	0	0
4014834	4014834	0	0
4014835	4014835	0	0
4014836	4014836	0	0
4014837	4014837	0	0
4014838	4014838	0	0
4014839	4014839	0	0
4014840	4014840	0	0
4014841	4014841	0	0
4014842	4014842	0	0
4014843	4014843	0	0
4014844	4014844	0	0
4011484	4011484	0	0
4011485	4011485	0	0
4011486	4011486	0	0
4011487	4011487	0	0
4011488	4011488	0	0
4011489	4011489	0	0
4011490	4011490	0	0
4011491	4011491	0	0
4011492	4011492	0	0
4011493	4011493	0	0
4011494	4011494	0	0
4011495	4011495	0	0
4011497	4011497	0	0
4011498	4011498	0	0
4011521	4011521	0	0
4011522	4011522	0	0
4011523	4011523	0	0
4011524	4011524	0	0
4011534	4011534	0	0
4011535	4011535	0	0
4011539	4011539	0	0
4011540	4011540	0	0
4011541	4011541	0	0
4011542	4011542	0	0
4011543	4011543	0	0
4011544	4011544	0	0
4011545	4011545	0	0
4011546	4011546	0	0
4011548	4011548	0	0
4011550	4011550	0	0
4011551	4011551	0	0
4011552	4011552	0	0
4011553	4011553	0	0
4011554	4011554	0	0
4011555	4011555	0	0
4011557	4011557	0	0
4011058	4011058	0	0
4011063	4011063	0	0
4011064	4011064	0	0
4011065	4011065	0	0
4011067	4011067	0	0
4011068	4011068	0	0
4011069	4011069	0	0
4011070	4011070	0	0
4010807	4010807	0	0
4010810	4010810	0	0
4010812	4010812	0	0
4011914	4011914	0	0
4011915	4011915	0	0
4011916	4011916	0	0
4011917	4011917	0	0
4011918	4011918	0	0
4011919	4011919	0	0
4011920	4011920	0	0
4011921	4011921	0	0
4011922	4011922	0	0
4011923	4011923	0	0
4011945	4011945	0	0
4011946	4011946	0	0
4011947	4011947	0	0
4011948	4011948	0	0
4011949	4011949	0	0
4011950	4011950	0	0
4011951	4011951	0	0
4011952	4011952	0	0
4011953	4011953	0	0
4011954	4011954	0	0
4011955	4011955	0	0
4011956	4011956	0	0
4011957	4011957	0	0
4011958	4011958	0	0
4011959	4011959	0	0
4011991	4011991	0	0
4011992	4011992	0	0
4011993	4011993	0	0
4011994	4011994	0	0
4011995	4011995	0	0
4011998	4011998	0	0
4011999	4011999	0	0
4012000	4012000	0	0
4012001	4012001	0	0
4014701	4014701	0	0
4014702	4014702	0	0
4014703	4014703	0	0
4014704	4014704	0	0
4014705	4014705	0	0
4014713	4014713	0	0
4014717	4014717	0	0
4014721	4014721	0	0
4014723	4014723	0	0
4014725	4014725	0	0
4014729	4014729	0	0
4014734	4014734	0	0
4014737	4014737	0	0
4014742	4014742	0	0
4014745	4014745	0	0
4014750	4014750	0	0
4014760	4014760	0	0
4014553	4014553	0	0
4014554	4014554	0	0
4014555	4014555	0	0
4014556	4014556	0	0
4014557	4014557	0	0
4014558	4014558	0	0
4014559	4014559	0	0
4014561	4014561	0	0
4014562	4014562	0	0
4014565	4014565	0	0
4014566	4014566	0	0
4014567	4014567	0	0
4014568	4014568	0	0
4014569	4014569	0	0
4014570	4014570	0	0
4014571	4014571	0	0
4014572	4014572	0	0
4014573	4014573	0	0
4014575	4014575	0	0
4014576	4014576	0	0
4014577	4014577	0	0
4024042	4024042	0	0
4024043	4024043	0	0
4015408	4015408	0	0
4015409	4015409	0	0
4015410	4015410	0	0
4015411	4015411	0	0
4015415	4015415	0	0
4015417	4015417	0	0
4015420	4015420	0	0
4015434	4015434	0	0
4015435	4015435	0	0
4015439	4015439	0	0
4015236	4015236	0	0
4015237	4015237	0	0
4015238	4015238	0	0
4015239	4015239	0	0
4015240	4015240	0	0
4015241	4015241	0	0
4015242	4015242	0	0
4015243	4015243	0	0
4015244	4015244	0	0
4015245	4015245	0	0
4015246	4015246	0	0
4015247	4015247	0	0
4015248	4015248	0	0
4015249	4015249	0	0
4015250	4015250	0	0
4015251	4015251	0	0
4015252	4015252	0	0
4015253	4015253	0	0
4015254	4015254	0	0
4015255	4015255	0	0
4015256	4015256	0	0
4015257	4015257	0	0
4015258	4015258	0	0
4015259	4015259	0	0
4015260	4015260	0	0
4015261	4015261	0	0
4015262	4015262	0	0
4015263	4015263	0	0
4015264	4015264	0	0
4011872	4011872	0	0
4011873	4011873	0	0
4011874	4011874	0	0
4011876	4011876	0	0
4011877	4011877	0	0
4011878	4011878	0	0
4011879	4011879	0	0
4011880	4011880	0	0
4011881	4011881	0	0
4011882	4011882	0	0
4011884	4011884	0	0
4011885	4011885	0	0
4011704	4011704	0	0
4011705	4011705	0	0
4011706	4011706	0	0
4011707	4011707	0	0
4011708	4011708	0	0
4011709	4011709	0	0
4011710	4011710	0	0
4011711	4011711	0	0
4011712	4011712	0	0
4011714	4011714	0	0
4011715	4011715	0	0
4011716	4011716	0	0
4011717	4011717	0	0
4011718	4011718	0	0
4011719	4011719	0	0
4011721	4011721	0	0
4011722	4011722	0	0
4011723	4011723	0	0
4011724	4011724	0	0
4011725	4011725	0	0
4011727	4011727	0	0
4013197	4013197	0	0
4013198	4013198	0	0
4013199	4013199	0	0
4013200	4013200	0	0
4013201	4013201	0	0
4013202	4013202	0	0
4013204	4013204	0	0
4013205	4013205	0	0
4013206	4013206	0	0
4013207	4013207	0	0
4013208	4013208	0	0
4013209	4013209	0	0
4013212	4013212	0	0
4013214	4013214	0	0
4013215	4013215	0	0
4013216	4013216	0	0
4013218	4013218	0	0
4013219	4013219	0	0
4010563	4010563	0	0
4010564	4010564	0	0
4010565	4010565	0	0
4010568	4010568	0	0
4010569	4010569	0	0
4010571	4010571	0	0
4010573	4010573	0	0
4010574	4010574	0	0
4010575	4010575	0	0
4010576	4010576	0	0
4010578	4010578	0	0
4010579	4010579	0	0
4010580	4010580	0	0
4010581	4010581	0	0
4010582	4010582	0	0
4010583	4010583	0	0
4010584	4010584	0	0
4010585	4010585	0	0
4010586	4010586	0	0
4010587	4010587	0	0
4010588	4010588	0	0
4010589	4010589	0	0
4010590	4010590	0	0
4010591	4010591	0	0
4010592	4010592	0	0
4010593	4010593	0	0
4010594	4010594	0	0
4025843	4025843	0	0
4025855	4025855	0	0
4025864	4025864	0	0
4025868	4025868	0	0
4025869	4025869	0	0
4025870	4025870	0	0
4025871	4025871	0	0
4025872	4025872	0	0
4025873	4025873	0	0
4025874	4025874	0	0
4025875	4025875	0	0
4025876	4025876	0	0
4025877	4025877	0	0
4025878	4025878	0	0
4025879	4025879	0	0
4025880	4025880	0	0
4025881	4025881	0	0
4025882	4025882	0	0
4025883	4025883	0	0
4025885	4025885	0	0
4025886	4025886	0	0
4025887	4025887	0	0
4025888	4025888	0	0
4025889	4025889	0	0
4025890	4025890	0	0
4025891	4025891	0	0
4025893	4025893	0	0
4025895	4025895	0	0
4025896	4025896	0	0
4025897	4025897	0	0
4025898	4025898	0	0
4025899	4025899	0	0
4025900	4025900	0	0
4010813	4010813	0	0
4010814	4010814	0	0
4010816	4010816	0	0
4010817	4010817	0	0
4010818	4010818	0	0
4010819	4010819	0	0
4010820	4010820	0	0
4010822	4010822	0	0
4010832	4010832	0	0
4010836	4010836	0	0
4010837	4010837	0	0
4010846	4010846	0	0
4010872	4010872	0	0
4010873	4010873	0	0
4010875	4010875	0	0
4010876	4010876	0	0
4010877	4010877	0	0
4010878	4010878	0	0
4010879	4010879	0	0
4010880	4010880	0	0
4010881	4010881	0	0
4010882	4010882	0	0
4010884	4010884	0	0
4010885	4010885	0	0
4010886	4010886	0	0
4010887	4010887	0	0
4010888	4010888	0	0
4010889	4010889	0	0
4010890	4010890	0	0
4010891	4010891	0	0
4010892	4010892	0	0
4010893	4010893	0	0
4010815	4010815	0	0
4010895	4010895	0	0
4010896	4010896	0	0
4010898	4010898	0	0
4010899	4010899	0	0
4010900	4010900	0	0
4005397	4005397	0	0
4005503	4005503	0	0
4005187	4005187	0	0
4005190	4005190	0	0
4005194	4005194	0	0
4005196	4005196	0	0
4005197	4005197	0	0
4005198	4005198	0	0
4005199	4005199	0	0
4005200	4005200	0	0
4005201	4005201	0	0
4005202	4005202	0	0
4005203	4005203	0	0
4005213	4005213	0	0
4005028	4005028	0	0
4005029	4005029	0	0
4005030	4005030	0	0
4005031	4005031	0	0
4005032	4005032	0	0
4005033	4005033	0	0
4005034	4005034	0	0
4005035	4005035	0	0
4005036	4005036	0	0
4005189	4005189	0	0
4010211	4010211	0	0
4010212	4010212	0	0
4010277	4010277	0	0
4010278	4010278	0	0
4010279	4010279	0	0
4010280	4010280	0	0
4010281	4010281	0	0
4011424	4011424	0	0
4011425	4011425	0	0
4011426	4011426	0	0
4011428	4011428	0	0
4011429	4011429	0	0
4011430	4011430	0	0
4011431	4011431	0	0
4011432	4011432	0	0
4011434	4011434	0	0
4011437	4011437	0	0
4011438	4011438	0	0
4011439	4011439	0	0
4011440	4011440	0	0
4011441	4011441	0	0
4011442	4011442	0	0
4011443	4011443	0	0
4011444	4011444	0	0
4011445	4011445	0	0
4011447	4011447	0	0
4011448	4011448	0	0
4011449	4011449	0	0
4011455	4011455	0	0
4011457	4011457	0	0
4011458	4011458	0	0
4011459	4011459	0	0
4011460	4011460	0	0
4011461	4011461	0	0
4011259	4011259	0	0
4011261	4011261	0	0
4011263	4011263	0	0
4011264	4011264	0	0
4011265	4011265	0	0
4011266	4011266	0	0
4011267	4011267	0	0
4010745	4010745	0	0
4010746	4010746	0	0
4010747	4010747	0	0
4010748	4010748	0	0
4010750	4010750	0	0
4010751	4010751	0	0
4010752	4010752	0	0
4010753	4010753	0	0
4010754	4010754	0	0
4010755	4010755	0	0
4010757	4010757	0	0
4010758	4010758	0	0
4010759	4010759	0	0
4010760	4010760	0	0
4010761	4010761	0	0
4010762	4010762	0	0
4010764	4010764	0	0
4010765	4010765	0	0
4010766	4010766	0	0
4010767	4010767	0	0
4010768	4010768	0	0
4010769	4010769	0	0
4010770	4010770	0	0
4010771	4010771	0	0
4010772	4010772	0	0
4005040	4005040	0	0
4010774	4010774	0	0
4010775	4010775	0	0
4010777	4010777	0	0
4010778	4010778	0	0
4010781	4010781	0	0
4010782	4010782	0	0
4010783	4010783	0	0
4010784	4010784	0	0
4010785	4010785	0	0
4010786	4010786	0	0
4010787	4010787	0	0
4010790	4010790	0	0
4010792	4010792	0	0
4011728	4011728	0	0
4011729	4011729	0	0
4011730	4011730	0	0
4011731	4011731	0	0
4011732	4011732	0	0
4014492	4014492	0	0
4014552	4014552	0	0
4014266	4014266	0	0
4014268	4014268	0	0
4014269	4014269	0	0
4014271	4014271	0	0
4014272	4014272	0	0
4014273	4014273	0	0
4014274	4014274	0	0
4014275	4014275	0	0
4014276	4014276	0	0
4014277	4014277	0	0
4014278	4014278	0	0
4014289	4014289	0	0
4014290	4014290	0	0
4014291	4014291	0	0
4014292	4014292	0	0
4014304	4014304	0	0
4014314	4014314	0	0
4014317	4014317	0	0
4014321	4014321	0	0
4014322	4014322	0	0
4014323	4014323	0	0
4014324	4014324	0	0
4014326	4014326	0	0
4014327	4014327	0	0
4014328	4014328	0	0
4014330	4014330	0	0
4014331	4014331	0	0
4014333	4014333	0	0
4014335	4014335	0	0
4014336	4014336	0	0
4011316	4011316	0	0
4011317	4011317	0	0
4011337	4011337	0	0
4011338	4011338	0	0
4011368	4011368	0	0
4011369	4011369	0	0
4011370	4011370	0	0
4011371	4011371	0	0
4011372	4011372	0	0
4011373	4011373	0	0
4011374	4011374	0	0
4011375	4011375	0	0
4011376	4011376	0	0
4011377	4011377	0	0
4011163	4011163	0	0
4011164	4011164	0	0
4011165	4011165	0	0
4011166	4011166	0	0
4011169	4011169	0	0
4011171	4011171	0	0
4011172	4011172	0	0
4011173	4011173	0	0
4011174	4011174	0	0
4011206	4011206	0	0
4025901	4025901	0	0
4025902	4025902	0	0
4025903	4025903	0	0
4025905	4025905	0	0
4025906	4025906	0	0
4025907	4025907	0	0
4025908	4025908	0	0
4025909	4025909	0	0
4023889	4023889	0	0
4023890	4023890	0	0
4011167	4011167	0	0
4023892	4023892	0	0
4023893	4023893	0	0
4023895	4023895	0	0
4023896	4023896	0	0
4023897	4023897	0	0
4023898	4023898	0	0
4023899	4023899	0	0
4023900	4023900	0	0
4023901	4023901	0	0
4023902	4023902	0	0
4023909	4023909	0	0
4023913	4023913	0	0
4023914	4023914	0	0
4023920	4023920	0	0
4023923	4023923	0	0
4023775	4023775	0	0
4023780	4023780	0	0
4023782	4023782	0	0
4023783	4023783	0	0
4023786	4023786	0	0
4023788	4023788	0	0
4023789	4023789	0	0
4023790	4023790	0	0
4023793	4023793	0	0
4023794	4023794	0	0
4023796	4023796	0	0
4023798	4023798	0	0
4023800	4023800	0	0
4023801	4023801	0	0
4023804	4023804	0	0
4023805	4023805	0	0
4023807	4023807	0	0
4023808	4023808	0	0
4023809	4023809	0	0
4023810	4023810	0	0
4023811	4023811	0	0
4023812	4023812	0	0
4023813	4023813	0	0
4015232	4015232	0	0
4015234	4015234	0	0
4015235	4015235	0	0
4014980	4014980	0	0
4014981	4014981	0	0
4014983	4014983	0	0
4014984	4014984	0	0
4014985	4014985	0	0
4014986	4014986	0	0
4015013	4015013	0	0
4015014	4015014	0	0
4015038	4015038	0	0
4015041	4015041	0	0
4015082	4015082	0	0
4015083	4015083	0	0
4015084	4015084	0	0
4015085	4015085	0	0
4015086	4015086	0	0
4015087	4015087	0	0
4015088	4015088	0	0
4015089	4015089	0	0
4015090	4015090	0	0
4015091	4015091	0	0
4015093	4015093	0	0
4015094	4015094	0	0
4015095	4015095	0	0
4010282	4010282	0	0
4010283	4010283	0	0
4010285	4010285	0	0
4010286	4010286	0	0
4010288	4010288	0	0
4010289	4010289	0	0
4010290	4010290	0	0
4010291	4010291	0	0
4010292	4010292	0	0
4010293	4010293	0	0
4010295	4010295	0	0
4010296	4010296	0	0
4010297	4010297	0	0
4010298	4010298	0	0
4010299	4010299	0	0
4010300	4010300	0	0
4010301	4010301	0	0
4010302	4010302	0	0
4010303	4010303	0	0
4010304	4010304	0	0
4010305	4010305	0	0
4010306	4010306	0	0
4010307	4010307	0	0
4010308	4010308	0	0
4010309	4010309	0	0
4010311	4010311	0	0
4010312	4010312	0	0
4010313	4010313	0	0
4010314	4010314	0	0
4010315	4010315	0	0
4010316	4010316	0	0
4010318	4010318	0	0
4010319	4010319	0	0
4010320	4010320	0	0
4010321	4010321	0	0
4010323	4010323	0	0
4010324	4010324	0	0
4010325	4010325	0	0
4010326	4010326	0	0
4010327	4010327	0	0
4010328	4010328	0	0
4010329	4010329	0	0
4010330	4010330	0	0
4002018	4002018	0	0
4002019	4002019	0	0
4002020	4002020	0	0
4002022	4002022	0	0
4002023	4002023	0	0
4002024	4002024	0	0
4002025	4002025	0	0
4002026	4002026	0	0
4002027	4002027	0	0
4002029	4002029	0	0
4002033	4002033	0	0
4002040	4002040	0	0
4002052	4002052	0	0
4002072	4002072	0	0
4002084	4002084	0	0
4002090	4002090	0	0
4002165	4002165	0	0
4002171	4002171	0	0
4001198	4001198	0	0
4001218	4001218	0	0
4001219	4001219	0	0
4001243	4001243	0	0
4001247	4001247	0	0
4001253	4001253	0	0
4001339	4001339	0	0
4001364	4001364	0	0
4012055	4012055	0	0
4012056	4012056	0	0
4012057	4012057	0	0
4012058	4012058	0	0
4010793	4010793	0	0
4010794	4010794	0	0
4010795	4010795	0	0
4010796	4010796	0	0
4010797	4010797	0	0
4010798	4010798	0	0
4010799	4010799	0	0
4010801	4010801	0	0
4010802	4010802	0	0
4010803	4010803	0	0
4010804	4010804	0	0
4005001	4005001	0	0
4005002	4005002	0	0
4005007	4005007	0	0
4005012	4005012	0	0
4005013	4005013	0	0
4005014	4005014	0	0
4005015	4005015	0	0
4005016	4005016	0	0
4005017	4005017	0	0
4005018	4005018	0	0
4005019	4005019	0	0
4005020	4005020	0	0
4005021	4005021	0	0
4005022	4005022	0	0
4005023	4005023	0	0
4005024	4005024	0	0
4005025	4005025	0	0
4004698	4004698	0	0
4004699	4004699	0	0
4004700	4004700	0	0
4004701	4004701	0	0
4004704	4004704	0	0
4004705	4004705	0	0
4004707	4004707	0	0
4010139	4010139	0	0
4010141	4010141	0	0
4010142	4010142	0	0
4010143	4010143	0	0
4010144	4010144	0	0
4010145	4010145	0	0
4010147	4010147	0	0
4010148	4010148	0	0
4010150	4010150	0	0
4010151	4010151	0	0
4010152	4010152	0	0
4010153	4010153	0	0
4010154	4010154	0	0
4010155	4010155	0	0
4010156	4010156	0	0
4010157	4010157	0	0
4010159	4010159	0	0
4010163	4010163	0	0
4010164	4010164	0	0
4010166	4010166	0	0
4010169	4010169	0	0
4010170	4010170	0	0
4010172	4010172	0	0
4010175	4010175	0	0
4010176	4010176	0	0
4010179	4010179	0	0
4010180	4010180	0	0
4010182	4010182	0	0
4010183	4010183	0	0
4010185	4010185	0	0
4010186	4010186	0	0
4010187	4010187	0	0
4011207	4011207	0	0
4011208	4011208	0	0
4011209	4011209	0	0
4011210	4011210	0	0
4011211	4011211	0	0
4011212	4011212	0	0
4011213	4011213	0	0
4011214	4011214	0	0
4010653	4010653	0	0
4010655	4010655	0	0
4010656	4010656	0	0
4010663	4010663	0	0
4010674	4010674	0	0
4010676	4010676	0	0
4010677	4010677	0	0
4010678	4010678	0	0
4010679	4010679	0	0
4010680	4010680	0	0
4010681	4010681	0	0
4010683	4010683	0	0
4010684	4010684	0	0
4010686	4010686	0	0
4010687	4010687	0	0
4010688	4010688	0	0
4010689	4010689	0	0
4010690	4010690	0	0
4010716	4010716	0	0
4010717	4010717	0	0
4010718	4010718	0	0
4010719	4010719	0	0
4010720	4010720	0	0
4010721	4010721	0	0
4010722	4010722	0	0
4010723	4010723	0	0
4010724	4010724	0	0
4010725	4010725	0	0
4010726	4010726	0	0
4010727	4010727	0	0
4010729	4010729	0	0
4010730	4010730	0	0
4010731	4010731	0	0
4010502	4010502	0	0
4010503	4010503	0	0
4010504	4010504	0	0
4010506	4010506	0	0
4010507	4010507	0	0
4010508	4010508	0	0
4010509	4010509	0	0
4010510	4010510	0	0
4010511	4010511	0	0
4010512	4010512	0	0
4010513	4010513	0	0
4010516	4010516	0	0
4010517	4010517	0	0
4010518	4010518	0	0
4010519	4010519	0	0
4010522	4010522	0	0
4010561	4010561	0	0
4010562	4010562	0	0
4004504	4004504	0	0
4004505	4004505	0	0
4004506	4004506	0	0
4004507	4004507	0	0
4004508	4004508	0	0
4004509	4004509	0	0
4004510	4004510	0	0
4004511	4004511	0	0
4004512	4004512	0	0
4004513	4004513	0	0
4004514	4004514	0	0
4004515	4004515	0	0
4004518	4004518	0	0
4004521	4004521	0	0
4004522	4004522	0	0
4004220	4004220	0	0
4015096	4015096	0	0
4015097	4015097	0	0
4015098	4015098	0	0
4015099	4015099	0	0
4015100	4015100	0	0
4015101	4015101	0	0
4015102	4015102	0	0
4015103	4015103	0	0
4015105	4015105	0	0
4015106	4015106	0	0
4015107	4015107	0	0
4015108	4015108	0	0
4015109	4015109	0	0
4015110	4015110	0	0
4015111	4015111	0	0
4011587	4011587	0	0
4011588	4011588	0	0
4011589	4011589	0	0
4011590	4011590	0	0
4011591	4011591	0	0
4011593	4011593	0	0
4011594	4011594	0	0
4011595	4011595	0	0
4011596	4011596	0	0
4011597	4011597	0	0
4011598	4011598	0	0
4011599	4011599	0	0
4011600	4011600	0	0
4011601	4011601	0	0
4011602	4011602	0	0
4011603	4011603	0	0
4011604	4011604	0	0
4011605	4011605	0	0
4011607	4011607	0	0
4011608	4011608	0	0
4011609	4011609	0	0
4011614	4011614	0	0
4011619	4011619	0	0
4011629	4011629	0	0
4011631	4011631	0	0
4011632	4011632	0	0
4011633	4011633	0	0
4011637	4011637	0	0
4011638	4011638	0	0
4011639	4011639	0	0
4011675	4011675	0	0
4011676	4011676	0	0
4011677	4011677	0	0
4014177	4014177	0	0
4014178	4014178	0	0
4014179	4014179	0	0
4014180	4014180	0	0
4014181	4014181	0	0
4014182	4014182	0	0
4014183	4014183	0	0
4014184	4014184	0	0
4014185	4014185	0	0
4014186	4014186	0	0
4014187	4014187	0	0
4014188	4014188	0	0
4014189	4014189	0	0
4014190	4014190	0	0
4014191	4014191	0	0
4014192	4014192	0	0
4014193	4014193	0	0
4014194	4014194	0	0
4014195	4014195	0	0
4014196	4014196	0	0
4014197	4014197	0	0
4014198	4014198	0	0
4014200	4014200	0	0
4014201	4014201	0	0
4012060	4012060	0	0
4012061	4012061	0	0
4012062	4012062	0	0
4012063	4012063	0	0
4012064	4012064	0	0
4012067	4012067	0	0
4012078	4012078	0	0
4012080	4012080	0	0
4012088	4012088	0	0
4012095	4012095	0	0
4012099	4012099	0	0
4012152	4012152	0	0
4012154	4012154	0	0
4012155	4012155	0	0
4012156	4012156	0	0
4011886	4011886	0	0
