concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
4305801	4042146	Is a	20110731	20991231	
4115497	4115498	Is a	20110731	20991231	
4275720	4035203	Is a	20110731	20991231	
4329856	4023249	Is a	20110731	20991231	
40485079	134324	Is a	20110731	20991231	
4174635	4174634	Is a	20110731	20991231	
4142244	4017998	Is a	20110731	20991231	
4078577	4267421	Is a	20110731	20991231	
4309384	4245586	Is a	20110731	20991231	
4129187	4210595	Is a	20110731	20991231	
4317147	4020009	Is a	20110731	20991231	
438843	4149245	Is a	20110731	20991231	
40483815	4107674	Is a	20110731	20991231	
4278893	4290747	Is a	20110731	20991231	
4059955	4230801	Is a	20110731	20991231	
4196444	4328954	Is a	20110731	20991231	
4205635	4268921	Is a	20110731	20991231	
4147551	4021520	Is a	20110731	20991231	
4014333	4026388	Is a	20110731	20991231	
4203689	4328279	Is a	20110731	20991231	
4053660	4285869	Is a	20110731	20991231	
4044177	4017638	Method of	20110731	20991231	
4262229	31601	Finding site of	20110731	20991231	
4310149	4263353	Method of	20110731	20991231	
4044525	4118958	Method of	20110731	20991231	
4294756	4235985	Dose form of	20110731	20991231	
4044525	40492492	Method of	20110731	20991231	
4159761	4110597	Interpretation of	20110731	20991231	
4041832	4321441	Part of	20110731	20991231	
4232493	4346866	Subst used by	20110731	20991231	
4266638	4111920	Asso morph of	20110731	20991231	
4305329	4166097	Indir proc site of	20110731	20991231	
4219601	4075236	Finding site of	20110731	20991231	
4099541	4034562	Asso morph of	20110731	20991231	
4043703	4209418	Method of	20110731	20991231	
4315044	40482393	Subst used by	20110731	20991231	
4280808	4017194	Component of	20110731	20991231	
4105753	318766	Asso morph of	20110731	20991231	
4156637	4264519	Part of	20110731	20991231	
4159758	4200940	Interpretation of	20110731	20991231	
4164630	4014759	Component of	20110731	20991231	
4217691	4317288	Asso morph of	20110731	20991231	
4158398	4313279	Active ing of	20110731	20991231	
4152131	4310382	Dir proc site of	20110731	20991231	
4100082	4268622	Asso morph of	20110731	20991231	
4240345	4063477	Finding method of	20110731	20991231	
4302112	4123269	Indir proc site of	20110731	20991231	
4045049	4120055	Method of	20110731	20991231	
4310166	4305257	Has active ing	20110731	20991231	
40479559	4300877	Has laterality	20110731	20991231	
4065765	4353603	Has interprets	20110731	20991231	
4279699	4082164	Asso morph of	20110731	20991231	
4259510	4082549	Temporal context of	20110731	20991231	
4224657	4306541	Asso morph of	20110731	20991231	
4289619	4187819	Dir subst of	20110731	20991231	
4231016	4303436	Method of	20110731	20991231	
4180478	4172299	Part of	20110731	20991231	
4159761	4043055	Interpretation of	20110731	20991231	
4102695	4102864	Asso morph of	20110731	20991231	
433595	4146113	Due to of	20110731	20991231	
4045049	4243618	Method of	20110731	20991231	
4120138	4241775	Part of	20110731	20991231	
4128316	4133963	Has dir proc site	20110731	20991231	
4292058	4147841	Has dir proc site	20110731	20991231	
4057769	4198252	Has dir proc site	20110731	20991231	
4067097	4106959	Using device	20110731	20991231	
4071431	4177877	Has part of	20110731	20991231	
4123263	4097825	Using device	20110731	20991231	
4082231	4179955	Has dir morph	20110731	20991231	
4108876	4116830	Has occurrence	20110731	20991231	
40481475	4130103	Using device	20110731	20991231	
4207461	4044700	Has method	20110731	20991231	
4037588	4320466	Has part of	20110731	20991231	
4081516	4159122	Has part of	20110731	20991231	
4069990	4045064	Has method	20110731	20991231	
4185186	4133963	Has finding site	20110731	20991231	
4057851	4111735	Has part of	20110731	20991231	
4326522	4323615	Has active ing	20110731	20991231	
4333534	4240242	Has indir proc site	20110731	20991231	
4266390	4082311	Has due to	20110731	20991231	
4352229	4176185	Has part of	20110731	20991231	
40481062	4132416	Has finding site	20110731	20991231	
4094051	4118108	Has part of	20110731	20991231	
40493353	4044525	Has method	20110731	20991231	
4203623	4172591	Has dir proc site	20110731	20991231	
4348731	4057551	Has part of	20110731	20991231	
4250596	4044176	Has method	20110731	20991231	
4117301	4044532	Has method	20110731	20991231	
4199384	4132507	Has temporal context	20110731	20991231	
4093032	4147619	Has finding site	20110731	20991231	
4237140	4264843	Has interprets	20110731	20991231	
4039590	4044908	Has method	20110731	20991231	
4296807	4044176	Has method	20110731	20991231	
4231755	4196068	Has causative agent	20110731	20991231	
4259147	4116830	Has occurrence	20110731	20991231	
4093476	40480911	Has pathology	20110731	20991231	
4079231	4121152	Has part of	20110731	20991231	
40488888	4044525	Has method	20110731	20991231	
4030530	4134420	Has part of	20110731	20991231	
4102085	4009789	Using device	20110731	20991231	
4184393	4069590	Has interpretation	20110731	20991231	
4261334	4054049	Has asso morph	20110731	20991231	
40486198	4080877	Has method	20110731	20991231	
40486627	4217691	Has asso morph	20110731	20991231	
4196604	4299338	Using subst	20110731	20991231	
4068174	4044519	Has method	20110731	20991231	
4065297	4230998	Has dir device	20110731	20991231	
4208939	4044177	Has method	20110731	20991231	
40481746	4324450	Has intent	20110731	20991231	
4137303	4044213	Has method	20110731	20991231	
4300123	40480911	Has pathology	20110731	20991231	
4320771	4297090	Has interprets	20110731	20991231	
4328288	4271189	Has dir proc site	20110731	20991231	
4347552	4259134	Has causative agent	20110731	20991231	
4144411	4142359	Has finding site	20110731	20991231	
4058827	4324710	Has dir proc site	20110731	20991231	
4068716	4237077	Has dir proc site	20110731	20991231	
442574	40480911	Has pathology	20110731	20991231	
4231741	4086536	Has method	20110731	20991231	
4032447	4029306	Has finding site	20110731	20991231	
4109778	4084804	Has asso morph	20110731	20991231	
4076942	4118105	Has part of	20110731	20991231	
4223692	4146194	Has interprets	20110731	20991231	
4029150	4263116	Has asso morph	20110731	20991231	
4009627	4116830	Has occurrence	20110731	20991231	
4063097	4120742	Has proc context	20110731	20991231	
4227082	4044700	Has method	20110731	20991231	
40480567	4240393	Has dir proc site	20110731	20991231	
4325272	4311089	Using subst	20110731	20991231	
4328295	4013298	Has access	20110731	20991231	
4202432	4047481	Has finding site	20110731	20991231	
4059417	4159449	Has part of	20110731	20991231	
4327202	4044525	Has method	20110731	20991231	
201341	4147894	Occurs after	20110731	20991231	
4111342	4116830	Has occurrence	20110731	20991231	
40488368	4001211	Has dir proc site	20110731	20991231	
4072603	4054438	Has interprets	20110731	20991231	
4225871	4166542	Has asso morph	20110731	20991231	
4149939	4014241	Has proc site	20110731	20991231	
4231808	4205702	Using device	20110731	20991231	
4280056	4164276	Has finding site	20110731	20991231	
4229786	4219119	Has active ing	20110731	20991231	
4098781	4129646	Has intent	20110731	20991231	
378158	4096246	Has finding site	20110731	20991231	
4303198	4321714	Has dir proc site	20110731	20991231	
4201637	4189269	Has dir subst	20110731	20991231	
4171124	40480911	Has pathology	20110731	20991231	
4101825	4099679	Has interprets	20110731	20991231	
4080041	4179702	Has indir morph	20110731	20991231	
40489340	40480911	Has pathology	20110731	20991231	
4058885	4132507	Has temporal context	20110731	20991231	
4195953	4177036	Has asso morph	20110731	20991231	
4227082	4232816	Has intent	20110731	20991231	
4209983	4236781	Has part of	20110731	20991231	
379818	4180929	Has finding site	20110731	20991231	
4042879	4038699	Has interprets	20110731	20991231	
136495	4219601	Has finding site	20110731	20991231	
4297756	4159575	Has part of	20110731	20991231	
4017755	4044177	Has method	20110731	20991231	
4161902	4217089	Has causative agent	20110731	20991231	
4199133	4236537	Has part of	20110731	20991231	
4290532	4244368	Has indir proc site	20110731	20991231	
4319129	4055929	Has part of	20110731	20991231	
4055090	4112563	Has laterality	20110731	20991231	
4279712	4159449	Has part of	20110731	20991231	
4057451	4152685	Has interprets	20110731	20991231	
4208572	4293925	Has dose form	20110731	20991231	
4177222	4294756	Has dose form	20110731	20991231	
4076175	4106470	Has method	20110731	20991231	
4195344	4044177	Has method	20110731	20991231	
40484106	4043859	Has method	20110731	20991231	
4196014	4150246	Using device	20110731	20991231	
4139978	4112039	Has part of	20110731	20991231	
4299395	4097825	Using device	20110731	20991231	
4079950	4040386	Using device	20110731	20991231	
4029114	4222567	Has occurrence	20110731	20991231	
4319763	4187599	Has active ing	20110731	20991231	
4130209	4199904	Has finding site	20110731	20991231	
4112341	4312510	Has clinical course	20110731	20991231	
4060975	4287390	Has finding site	20110731	20991231	
4306125	4169744	Has finding site	20110731	20991231	
4165531	4277279	Has part of	20110731	20991231	
4048401	4239118	Has part of	20110731	20991231	
4024098	4249532	Using subst	20110731	20991231	
4007165	4044177	Has method	20110731	20991231	
4329780	4301737	Has dir proc site	20110731	20991231	
4187876	4044177	Has method	20110731	20991231	
4041715	4302633	Has component	20110731	20991231	
4020987	4299886	Has component	20110731	20991231	
4221948	4201409	Has method	20110731	20991231	
4275822	4107951	Has part of	20110731	20991231	
4190681	4305884	Has active ing	20110731	20991231	
4061528	4132506	Has temporal context	20110731	20991231	
4102189	4048507	Has finding site	20110731	20991231	
441062	4302112	Has finding site	20110731	20991231	
4064081	4135493	Has interpretation	20110731	20991231	
80177	4090445	Has finding site	20110731	20991231	
4237673	4048015	Using acc device	20110731	20991231	
4152844	4116830	Has occurrence	20110731	20991231	
40487912	4167648	Has indir proc site	20110731	20991231	
4144380	4271189	Has finding site	20110731	20991231	
4156658	4198210	Has component	20110731	20991231	
4310109	4242541	Has part of	20110731	20991231	
4030794	4203155	Has dir proc site	20110731	20991231	
4006336	4044176	Has method	20110731	20991231	
4198492	4310972	Has finding site	20110731	20991231	
4339832	4136836	Has dir proc site	20110731	20991231	
4044517	40485349	Method of	20110731	20991231	
4138693	4023288	Surgical appr of	20110731	20991231	
4151929	4075211	Dir proc site of	20110731	20991231	
4168004	4086857	Asso morph of	20110731	20991231	
4273089	4050089	Finding site of	20110731	20991231	
4165782	4349277	Part of	20110731	20991231	
4194636	4111658	Finding site of	20110731	20991231	
4120138	4075387	Part of	20110731	20991231	
4349244	4167515	Part of	20110731	20991231	
4111270	4236016	Part of	20110731	20991231	
4297526	4156161	Causative agent of	20110731	20991231	
4044176	4259273	Method of	20110731	20991231	
4163407	4005755	Asso morph of	20110731	20991231	
4349277	4278383	Part of	20110731	20991231	
4299338	4155858	Subst used by	20110731	20991231	
4221994	4235407	Finding method of	20110731	20991231	
4284385	4314059	Finding site of	20110731	20991231	
4101271	4034030	Finding site of	20110731	20991231	
4044909	4192287	Method of	20110731	20991231	
4044020	4080659	Dir proc site of	20110731	20991231	
4022140	4017613	Component of	20110731	20991231	
4076570	4096542	Finding site of	20110731	20991231	
4105536	4086028	Interprets of	20110731	20991231	
4036124	4073027	Proc site of	20110731	20991231	
4105753	4165586	Dir morph of	20110731	20991231	
4150851	439795	Interprets of	20110731	20991231	
4178126	4311090	Causative agent of	20110731	20991231	
4046789	4324323	Asso morph of	20110731	20991231	
4116830	378848	Occurrence of	20110731	20991231	
4080761	4198357	Laterality of	20110731	20991231	
4218976	4302298	Finding site of	20110731	20991231	
4302313	4046091	Finding site of	20110731	20991231	
4220073	4181284	Finding site of	20110731	20991231	
4144955	4085697	Indir morph of	20110731	20991231	
4044539	40481831	Method of	20110731	20991231	
4163951	4064612	Interprets of	20110731	20991231	
4163989	4131011	Finding site of	20110731	20991231	
40480911	4345444	Pathology of	20110731	20991231	
4200560	40490325	Dir proc site of	20110731	20991231	
4299177	4167967	Causative agent of	20110731	20991231	
4217142	4059915	Finding site of	20110731	20991231	
4134278	4215152	Is a	20110731	20991231	
4060485	4058324	Is a	20110731	20991231	
40483643	40484935	Is a	20110731	20991231	
4129737	4131436	Is a	20110731	20991231	
442170	4185207	Is a	20110731	20991231	
4005039	40478970	Is a	20110731	20991231	
4005836	4005186	Is a	20110731	20991231	
40492299	4140707	Is a	20110731	20991231	
4068929	443819	Is a	20110731	20991231	
4031961	4011531	Is a	20110731	20991231	
4222218	4022745	Is a	20110731	20991231	
4323204	4326497	Is a	20110731	20991231	
4038563	4027349	Is a	20110731	20991231	
4276574	4276572	Is a	20110731	20991231	
4234954	4302532	Is a	20110731	20991231	
4086824	4117291	Is a	20110731	20991231	
4174995	4298664	Is a	20110731	20991231	
4110104	4003980	Is a	20110731	20991231	
4072594	4076105	Is a	20110731	20991231	
4125115	4125110	Is a	20110731	20991231	
4130100	4079013	Is a	20110731	20991231	
4190248	4185636	Is a	20110731	20991231	
4166696	4313155	Is a	20110731	20991231	
4100807	4195373	Is a	20110731	20991231	
4238979	4012790	Is a	20110731	20991231	
439638	439641	Is a	20110731	20991231	
4148694	4287088	Is a	20110731	20991231	
4096125	441744	Is a	20110731	20991231	
40483527	4018688	Is a	20110731	20991231	
4222598	4230746	Is a	20110731	20991231	
4240516	4102184	Subsumes	20110731	20991231	
77670	4112301	Subsumes	20110731	20991231	
4249895	4265616	Subsumes	20110731	20991231	
4186613	4032641	Subsumes	20110731	20991231	
4128496	4132667	Subsumes	20110731	20991231	
4042655	4099543	Subsumes	20110731	20991231	
4330099	4328240	Subsumes	20110731	20991231	
4232946	4174221	Subsumes	20110731	20991231	
4275423	317893	Subsumes	20110731	20991231	
40481833	4051217	Subsumes	20110731	20991231	
4053592	442639	Subsumes	20110731	20991231	
4019103	4276328	Subsumes	20110731	20991231	
4206914	4119510	Specimen morph of	20110731	20991231	
4236958	4295226	Part of	20110731	20991231	
4264478	4292862	Asso morph of	20110731	20991231	
4112194	4243471	Part of	20110731	20991231	
4271678	192279	Finding site of	20110731	20991231	
4162307	4187626	Causative agent of	20110731	20991231	
4149565	4316357	Asso morph of	20110731	20991231	
4053015	4194509	Asso morph of	20110731	20991231	
4231157	4087877	Method of	20110731	20991231	
4169265	4093074	Proc device of	20110731	20991231	
4259510	4154795	Temporal context of	20110731	20991231	
4294756	4206658	Dose form of	20110731	20991231	
4195956	439763	Finding site of	20110731	20991231	
4201530	4235277	Part of	20110731	20991231	
438168	4273462	Subsumes	20110731	20991231	
4053599	440851	Subsumes	20110731	20991231	
138667	4059178	Subsumes	20110731	20991231	
4101778	4021851	Interprets of	20110731	20991231	
4271028	4311477	Asso morph of	20110731	20991231	
4311825	4185094	Dir proc site of	20110731	20991231	
4307015	4167141	Causative agent of	20110731	20991231	
4044177	4219126	Method of	20110731	20991231	
4129348	4147024	Finding site of	20110731	20991231	
4240345	4063074	Finding method of	20110731	20991231	
40480911	4293417	Pathology of	20110731	20991231	
4240345	4061222	Finding method of	20110731	20991231	
40480911	4274787	Pathology of	20110731	20991231	
4028769	4068084	Subsumes	20110731	20991231	
4071354	4075782	Subsumes	20110731	20991231	
4092438	4088281	Finding site of	20110731	20991231	
4206471	4046090	Asso morph of	20110731	20991231	
4185050	4186924	Dir proc site of	20110731	20991231	
4112897	4076645	Interprets of	20110731	20991231	
4112032	4111296	Part of	20110731	20991231	
4022675	4010110	Dir subst of	20110731	20991231	
4111046	4314016	Interprets of	20110731	20991231	
4053015	434857	Asso morph of	20110731	20991231	
4104246	40492384	Indir proc site of	20110731	20991231	
4217808	4262071	Dir morph of	20110731	20991231	
4034036	4197621	Indir proc site of	20110731	20991231	
4046508	4228324	Subsumes	20110731	20991231	
4150726	4106738	Subsumes	20110731	20991231	
4304623	4157121	Subsumes	20110731	20991231	
4169449	4081619	Subsumes	20110731	20991231	
4298484	4283661	Subsumes	20110731	20991231	
4145442	4170054	Subsumes	20110731	20991231	
4254488	4234069	Subsumes	20110731	20991231	
4044031	4220974	Subsumes	20110731	20991231	
4018410	4034362	Subsumes	20110731	20991231	
4231888	4039187	Subsumes	20110731	20991231	
4021186	4256364	Subsumes	20110731	20991231	
443885	4149558	Subsumes	20110731	20991231	
4005186	4139449	Subsumes	20110731	20991231	
4189272	4156968	Subsumes	20110731	20991231	
4281994	4123120	Subsumes	20110731	20991231	
4189549	4096282	Subsumes	20110731	20991231	
4190331	4030103	Subsumes	20110731	20991231	
4225263	4170536	Subsumes	20110731	20991231	
4051104	4051559	Subsumes	20110731	20991231	
4317258	4024549	Subsumes	20110731	20991231	
4252723	4281466	Subsumes	20110731	20991231	
4196241	4234737	Subsumes	20110731	20991231	
4100932	4103031	Subsumes	20110731	20991231	
4271247	4200345	Subsumes	20110731	20991231	
4036060	4037790	Subsumes	20110731	20991231	
132832	138351	Subsumes	20110731	20991231	
4082597	4083915	Subsumes	20110731	20991231	
4181040	4234650	Subsumes	20110731	20991231	
4205327	4251149	Subsumes	20110731	20991231	
4102891	4172524	Subsumes	20110731	20991231	
4174761	4137495	Subsumes	20110731	20991231	
4264442	4161440	Subsumes	20110731	20991231	
4263112	4207526	Subsumes	20110731	20991231	
4336761	4208401	Subsumes	20110731	20991231	
4193465	4106688	Subsumes	20110731	20991231	
4204934	4202994	Subsumes	20110731	20991231	
4022206	4176094	Subsumes	20110731	20991231	
4035610	4114429	Subsumes	20110731	20991231	
4181735	4180182	Subsumes	20110731	20991231	
4051140	4051142	Subsumes	20110731	20991231	
135208	4097107	Subsumes	20110731	20991231	
4311804	4228714	Subsumes	20110731	20991231	
4244887	4228715	Subsumes	20110731	20991231	
4129747	4290406	Subsumes	20110731	20991231	
4261829	4182436	Subsumes	20110731	20991231	
4217808	4076438	Dir morph of	20110731	20991231	
4168192	4055812	Subsumes	20110731	20991231	
4162102	4161943	Subsumes	20110731	20991231	
4234703	40483282	Subsumes	20110731	20991231	
4284688	4270512	Subsumes	20110731	20991231	
4044182	4286956	Method of	20110731	20991231	
4099541	4029116	Asso morph of	20110731	20991231	
4129506	4024568	Finding site of	20110731	20991231	
4021240	4181058	Dir proc site of	20110731	20991231	
4004207	4046611	Component of	20110731	20991231	
4133895	4036725	Intent of	20110731	20991231	
4002179	4092511	Finding site of	20110731	20991231	
4282459	4259220	Active ing of	20110731	20991231	
4259510	4333228	Temporal context of	20110731	20991231	
4079208	4107429	Dir proc site of	20110731	20991231	
4262439	4084967	Finding site of	20110731	20991231	
4189272	4086435	Causative agent of	20110731	20991231	
4170505	4173389	Subsumes	20110731	20991231	
4155040	4153067	Subsumes	20110731	20991231	
4266189	4095644	Asso morph of	20110731	20991231	
4053839	4106601	Dir morph of	20110731	20991231	
4033243	4115674	Clinical course of	20110731	20991231	
4023060	4029562	Dir proc site of	20110731	20991231	
4039086	4231743	Subsumes	20110731	20991231	
4122464	4146885	Subsumes	20110731	20991231	
4316849	4312448	Subsumes	20110731	20991231	
4302537	4201745	Subsumes	20110731	20991231	
4328361	4327178	Subsumes	20110731	20991231	
4044912	4142747	Method of	20110731	20991231	
4100074	4001487	Asso morph of	20110731	20991231	
4288849	4010231	Finding site of	20110731	20991231	
433701	81096	Asso with finding	20110731	20991231	
4120302	4344041	Occurs before	20110731	20991231	
4044190	40490976	Method of	20110731	20991231	
4150837	4236036	Dir proc site of	20110731	20991231	
4196193	4318860	Interprets of	20110731	20991231	
4302605	4059664	Dir proc site of	20110731	20991231	
4112703	4126429	Asso morph of	20110731	20991231	
4194530	4011973	Asso morph of	20110731	20991231	
4034270	4123735	Dir proc site of	20110731	20991231	
4152021	4061156	Asso proc of	20110731	20991231	
4156498	4105411	Subsumes	20110731	20991231	
4290594	4140897	Acc device used by	20110731	20991231	
4101098	4344041	Asso morph of	20110731	20991231	
4103227	4324408	Subsumes	20110731	20991231	
4107441	4078403	Subsumes	20110731	20991231	
4310912	4257948	Subsumes	20110731	20991231	
4096246	4222599	Finding site of	20110731	20991231	
4231380	4211182	Subsumes	20110731	20991231	
4043254	4096644	Subsumes	20110731	20991231	
4179686	4097697	Part of	20110731	20991231	
4085511	4085512	Interprets of	20110731	20991231	
4116830	442060	Occurrence of	20110731	20991231	
4106395	4111843	Finding site of	20110731	20991231	
4113869	4102098	Interprets of	20110731	20991231	
4228525	4289620	Causative agent of	20110731	20991231	
4208981	4334872	Finding site of	20110731	20991231	
4218976	4296149	Finding site of	20110731	20991231	
4158197	4027737	Subsumes	20110731	20991231	
4063896	442882	Subsumes	20110731	20991231	
4030721	4028983	Subsumes	20110731	20991231	
4029137	4346291	Finding site of	20110731	20991231	
4221994	4145709	Finding method of	20110731	20991231	
4128434	4121687	Subsumes	20110731	20991231	
4232175	4136212	Subsumes	20110731	20991231	
4162525	4100192	Subsumes	20110731	20991231	
441201	4312315	Subsumes	20110731	20991231	
4098381	4098243	Subsumes	20110731	20991231	
4063742	4063966	Subsumes	20110731	20991231	
4270211	4015790	Subsumes	20110731	20991231	
4138388	4022437	Subsumes	20110731	20991231	
4122199	4311222	Subsumes	20110731	20991231	
4229384	4275901	Subsumes	20110731	20991231	
4129871	4316738	Subsumes	20110731	20991231	
4049890	4178635	Subsumes	20110731	20991231	
4028599	4146890	Subsumes	20110731	20991231	
4139013	4263082	Subsumes	20110731	20991231	
4154044	4157546	Subsumes	20110731	20991231	
4036935	4275814	Subsumes	20110731	20991231	
4046876	4047553	Subsumes	20110731	20991231	
4331369	4162344	Subsumes	20110731	20991231	
73584	4113444	Subsumes	20110731	20991231	
40481474	4000641	Subsumes	20110731	20991231	
4112945	4276499	Subsumes	20110731	20991231	
4311765	4110013	Subsumes	20110731	20991231	
4289022	4030695	Subsumes	20110731	20991231	
4011710	4216058	Subsumes	20110731	20991231	
4313461	4309423	Subsumes	20110731	20991231	
4124756	4129437	Subsumes	20110731	20991231	
4178145	4234408	Subsumes	20110731	20991231	
4266189	4029830	Subsumes	20110731	20991231	
4093718	4353004	Part of	20110731	20991231	
4268400	4104331	Subsumes	20110731	20991231	
4107307	4330714	Subsumes	20110731	20991231	
4020346	40484044	Subsumes	20110731	20991231	
4219601	4031660	Finding site of	20110731	20991231	
4084428	194682	Finding site of	20110731	20991231	
4008722	433588	Asso morph of	20110731	20991231	
4034271	4024821	Finding site of	20110731	20991231	
4078068	40483249	Asso morph of	20110731	20991231	
4159761	4200218	Interpretation of	20110731	20991231	
4044884	4242873	Dir proc site of	20110731	20991231	
4336913	4134403	Subsumes	20110731	20991231	
4065366	4151447	Finding site of	20110731	20991231	
4110496	4120324	Subsumes	20110731	20991231	
381733	199204	Subsumes	20110731	20991231	
4275753	4045729	Subsumes	20110731	20991231	
441207	4097476	Subsumes	20110731	20991231	
4060266	4061158	Subsumes	20110731	20991231	
4330220	4327415	Subsumes	20110731	20991231	
4034845	4341507	Subsumes	20110731	20991231	
40480457	40491025	Subsumes	20110731	20991231	
4297755	4227714	Subsumes	20110731	20991231	
4262967	4122958	Subsumes	20110731	20991231	
4086931	4061161	Subsumes	20110731	20991231	
434899	4049557	Subsumes	20110731	20991231	
4205695	40491350	Subsumes	20110731	20991231	
4143590	4137115	Subsumes	20110731	20991231	
4035081	435734	Causative agent of	20110731	20991231	
4088217	4214792	Asso proc of	20110731	20991231	
4299338	4346059	Subst used by	20110731	20991231	
4118108	4008745	Part of	20110731	20991231	
4078373	4183112	Asso morph of	20110731	20991231	
4189433	4333279	Dir subst of	20110731	20991231	
4090786	4045862	Dir proc site of	20110731	20991231	
4120132	4142438	Part of	20110731	20991231	
4088183	4087891	Indir proc site of	20110731	20991231	
4119359	4140226	Part of	20110731	20991231	
4203279	4004986	Asso morph of	20110731	20991231	
4112731	4232176	Subsumes	20110731	20991231	
4321857	4041712	Subsumes	20110731	20991231	
4158017	4165971	Subsumes	20110731	20991231	
4268549	4073580	Subsumes	20110731	20991231	
4287558	4097627	Subsumes	20110731	20991231	
4057740	4041714	Subsumes	20110731	20991231	
4086271	4199696	Subsumes	20110731	20991231	
4160756	4343678	Subsumes	20110731	20991231	
4222780	4226636	Subsumes	20110731	20991231	
4181064	196329	Subsumes	20110731	20991231	
4228508	4049315	Subsumes	20110731	20991231	
4139911	4206209	Subsumes	20110731	20991231	
4307532	4072402	Subsumes	20110731	20991231	
4136624	4125688	Subsumes	20110731	20991231	
4105899	4264349	Subsumes	20110731	20991231	
4302534	4030802	Subsumes	20110731	20991231	
4177891	4123070	Part of	20110731	20991231	
4254051	4073566	Dir subst of	20110731	20991231	
4044176	4064927	Method of	20110731	20991231	
4163835	139803	Asso morph of	20110731	20991231	
4207319	4198630	Method of	20110731	20991231	
4268151	4198612	Active ing of	20110731	20991231	
4162417	4211728	Active ing of	20110731	20991231	
4045265	4018081	Asso morph of	20110731	20991231	
4040539	4034391	Subsumes	20110731	20991231	
4048506	4204180	Subsumes	20110731	20991231	
4061061	4105133	Subsumes	20110731	20991231	
4261709	4188693	Subsumes	20110731	20991231	
4303575	4071802	Subsumes	20110731	20991231	
4168193	4221051	Subsumes	20110731	20991231	
4313706	4259563	Component of	20110731	20991231	
4044177	4036533	Method of	20110731	20991231	
4081836	4170107	Method of	20110731	20991231	
4025464	4039531	Component of	20110731	20991231	
4049768	4151585	Indir proc site of	20110731	20991231	
4116830	77372	Occurrence of	20110731	20991231	
4158176	4159243	Subsumes	20110731	20991231	
4131764	4091467	Subsumes	20110731	20991231	
4194271	4300732	Subsumes	20110731	20991231	
4116813	4103481	Subsumes	20110731	20991231	
4324765	4326993	Subsumes	20110731	20991231	
4134430	4003680	Subsumes	20110731	20991231	
435508	4035122	Subsumes	20110731	20991231	
4142905	74188	Subsumes	20110731	20991231	
4119097	4278761	Subsumes	20110731	20991231	
4032503	4032504	Subsumes	20110731	20991231	
4074993	4045430	Has dir proc site	20110731	20991231	
4205695	4240422	Has specimen subst	20110731	20991231	
4104105	4349244	Has part of	20110731	20991231	
4328350	4053015	Has asso morph	20110731	20991231	
4004527	4044177	Has method	20110731	20991231	
4345691	40480911	Has pathology	20110731	20991231	
4001712	4120135	Has part of	20110731	20991231	
4282092	4112563	Has laterality	20110731	20991231	
4101090	4053015	Has asso morph	20110731	20991231	
40481855	4299850	Has causative agent	20110731	20991231	
4026157	4116364	Has clinical course	20110731	20991231	
4002871	4326759	Has specimen subst	20110731	20991231	
4133313	4270637	Has asso morph	20110731	20991231	
4162105	4222565	Has dir proc site	20110731	20991231	
4200496	4159761	Has interpretation	20110731	20991231	
4296366	4166066	Has finding site	20110731	20991231	
4304415	4213959	Has active ing	20110731	20991231	
4070398	4222767	Has dir proc site	20110731	20991231	
4148899	4235318	Has part of	20110731	20991231	
256576	4008013	Has finding site	20110731	20991231	
4256108	4293925	Has dose form	20110731	20991231	
4310868	4140144	Has active ing	20110731	20991231	
4214476	4179684	Has part of	20110731	20991231	
4008118	4044177	Has method	20110731	20991231	
4101192	4037611	Has finding site	20110731	20991231	
4087846	4119359	Has part of	20110731	20991231	
4336445	4188661	Has dir subst	20110731	20991231	
4225080	4043859	Has method	20110731	20991231	
4353041	4236794	Has part of	20110731	20991231	
40487342	4303976	Has asso morph	20110731	20991231	
4276041	4044525	Has method	20110731	20991231	
4072058	4077311	Has dir proc site	20110731	20991231	
4308632	4217170	Has finding site	20110731	20991231	
4060380	4230986	Has method	20110731	20991231	
4205808	4071443	Has specimen proc	20110731	20991231	
4180743	4121979	Has occurrence	20110731	20991231	
4045957	4092904	Has dir proc site	20110731	20991231	
4070125	4207370	Has dir proc site	20110731	20991231	
4280596	4117981	Has method	20110731	20991231	
4088260	4068271	Has finding site	20110731	20991231	
4229950	4156741	Has active ing	20110731	20991231	
4236941	4055917	Has part of	20110731	20991231	
4216889	4301264	Has active ing	20110731	20991231	
4040277	4219601	Has finding site	20110731	20991231	
4052100	4044539	Has method	20110731	20991231	
4318547	4102695	Has asso morph	20110731	20991231	
4229461	4169922	Has active ing	20110731	20991231	
4122572	4127352	Has interprets	20110731	20991231	
4038410	4240345	Using finding method	20110731	20991231	
4083307	4050007	Has asso morph	20110731	20991231	
4047246	4235170	Has part of	20110731	20991231	
4041707	4208270	Has asso morph	20110731	20991231	
4335030	4022675	Has dir subst	20110731	20991231	
4339462	4222679	Has dir device	20110731	20991231	
4091273	4044176	Has method	20110731	20991231	
4161294	4044176	Has method	20110731	20991231	
4199589	4137954	Has dir proc site	20110731	20991231	
4200035	4049896	Has indir proc site	20110731	20991231	
4101260	4046957	Has finding site	20110731	20991231	
4161248	4324450	Has intent	20110731	20991231	
4221052	4136296	Has active ing	20110731	20991231	
4280594	4044539	Has method	20110731	20991231	
4125273	4294899	Has interpretation	20110731	20991231	
4066189	4132800	Has method	20110731	20991231	
